t,leg,z,mean
1789782668.709,up2,29400,15
1789782668.732,up2,29500,17
1789782668.754,up2,29600,22
1789782668.778,up2,29700,30
1789782668.801,up2,29800,35
1789782668.824,up2,29900,33
1789782668.846,up2,30000,17
1789782668.868,up2,30100,25
1789782668.89,up2,30200,24
1789782668.913,up2,30300,23
1789782668.935,up2,30400,21
1789782668.958,up2,30500,27
1789782668.981,up2,30600,27
1789782669.004,up2,30700,22
1789782669.031,up2,30800,29
1789782669.055,up2,30900,10
1789782669.079,up2,31000,8
1789782669.103,up2,31100,21
1789782669.126,up2,31200,16
1789782669.15,up2,31300,15
1789782669.173,up2,31400,26
1789782669.195,up2,31500,24
1789782669.219,up2,31600,21
1789782669.243,up2,31700,3
1789782669.267,up2,31800,27
1789782669.29,up2,31900,22
1789782669.313,up2,32000,13
1789782669.335,up2,32100,26
1789782669.358,up2,32200,22
1789782669.381,up2,32300,2
1789782669.404,up2,32400,21
1789782669.426,up2,32500,18
1789782669.449,up2,32600,22
1789782669.471,up2,32700,23
1789782669.494,up2,32800,9
1789782669.516,up2,32900,14
1789782669.539,up2,33000,19
1789782669.562,up2,33100,17
1789782669.585,up2,33200,33
1789782669.608,up2,33300,20
1789782669.631,up2,33400,41
1789782669.653,up2,33500,21
1789782669.676,up2,33600,38
1789782669.699,up2,33700,28
1789782669.724,up2,33800,25
1789782669.747,up2,33900,30
1789782669.77,up2,34000,17
1789782669.793,up2,34100,32
1789782669.816,up2,34200,21
1789782669.839,up2,34300,13
1789782669.862,up2,34400,27
1789782669.886,up2,34500,9
1789782669.909,up2,34600,19
1789782669.933,up2,34700,26
1789782669.958,up2,34800,16
1789782669.981,up2,34900,10
1789782670.004,up2,35000,28
1789782670.028,up2,35100,4
1789782670.052,up2,35200,11
1789782670.076,up2,35300,17
1789782670.102,up2,35400,20
1789782670.127,up2,35500,27
1789782670.15,up2,35600,19
1789782670.176,up2,35700,20
1789782670.198,up2,35800,18
1789782670.221,up2,35900,24
1789782670.244,up2,36000,24
1789782670.267,up2,36100,11
1789782670.29,up2,36200,20
1789782670.314,up2,36300,30
1789782670.337,up2,36400,30
1789782670.36,up2,36500,32
1789782670.382,up2,36600,31
1789782670.405,up2,36700,23
1789782670.428,up2,36800,17
1789782670.451,up2,36900,38
1789782670.473,up2,37000,31
1789782670.496,up2,37100,20
1789782670.519,up2,37200,25
1789782670.542,up2,37300,28
1789782670.567,up2,37400,25
1789782670.591,up2,37500,25
1789782670.614,up2,37600,16
1789782670.636,up2,37700,14
1789782670.658,up2,37800,26
1789782670.681,up2,37900,16
1789782670.702,up2,38000,24
1789782670.724,up2,38100,11
1789782670.748,up2,38200,14
1789782670.771,up2,38300,15
1789782670.794,up2,38400,12
1789782670.82,up2,38500,29
1789782670.845,up2,38600,25
1789782670.868,up2,38700,24
1789782670.892,up2,38800,17
1789782670.915,up2,38900,18
1789782670.938,up2,39000,15
1789782670.962,up2,39100,21
1789782670.984,up2,39200,32
1789782671.008,up2,39300,21
1789782671.031,up2,39400,15
1789782671.054,up2,39500,23
1789782671.077,up2,39600,18
1789782671.1,up2,39700,32
1789782671.125,up2,39800,37
1789782671.15,up2,39900,16
1789782671.175,up2,40000,30
1789782671.198,up2,40100,25
1789782671.219,up2,40200,15
1789782671.241,up2,40300,22
1789782671.263,up2,40400,12
1789782671.286,up2,40500,12
1789782671.31,up2,40600,18
1789782671.333,up2,40700,17
1789782671.356,up2,40800,18
1789782671.379,up2,40900,17
1789782671.401,up2,41000,20
1789782671.425,up2,41100,17
1789782671.447,up2,41200,25
1789782671.47,up2,41300,8
1789782671.492,up2,41400,6
1789782671.516,up2,41500,19
1789782671.542,up2,41600,33
1789782671.566,up2,41700,16
1789782671.589,up2,41800,21
1789782671.611,up2,41900,30
1789782671.634,up2,42000,17
1789782671.657,up2,42100,8
1789782671.682,up2,42200,26
1789782671.705,up2,42300,18
1789782671.728,up2,42400,21
1789782671.751,up2,42500,19
1789782671.776,up2,42600,20
1789782671.802,up2,42700,20
1789782671.826,up2,42800,16
1789782671.849,up2,42900,27
1789782671.872,up2,43000,14
1789782671.895,up2,43100,19
1789782671.918,up2,43200,22
1789782671.943,up2,43300,25
1789782671.967,up2,43400,24
1789782671.99,up2,43500,32
1789782672.015,up2,43600,23
1789782672.039,up2,43700,27
1789782672.064,up2,43800,14
1789782672.087,up2,43900,31
1789782672.111,up2,44000,19
1789782672.134,up2,44100,6
1789782672.156,up2,44200,17
1789782672.182,up2,44300,27
1789782672.208,up2,44400,18
1789782672.233,up2,44500,22
1789782672.256,up2,44600,19
1789782672.28,up2,44700,23
1789782672.302,up2,44800,20
1789782672.326,up2,44900,13
1789782672.352,up2,45000,28
1789782672.375,up2,45100,21
1789782672.398,up2,45200,9
1789782672.421,up2,45300,28
1789782672.444,up2,45400,24
1789782672.467,up2,45500,22
1789782672.491,up2,45600,13
1789782672.515,up2,45700,13
1789782672.537,up2,45800,8
1789782672.559,up2,45900,12
1789782672.581,up2,46000,21
1789782672.604,up2,46100,27
1789782672.63,up2,46200,7
1789782672.652,up2,46300,18
1789782672.676,up2,46400,26
1789782672.699,up2,46500,11
1789782672.722,up2,46600,32
1789782672.743,up2,46700,23
1789782672.762,up2,46800,24
1789782672.782,up2,46900,29
1789782672.802,up2,47000,27
1789782672.824,up2,47100,19
1789782672.849,up2,47200,29
1789782672.876,up2,47300,16
1789782672.901,up2,47400,27
1789782672.925,up2,47500,16
1789782672.948,up2,47600,19
1789782672.969,up2,47700,21
1789782672.988,up2,47800,21
1789782673.008,up2,47900,21
1789782673.027,up2,48000,23
1789782673.047,up2,48100,20
1789782673.071,up2,48200,19
1789782673.092,up2,48300,18
1789782673.116,up2,48400,14
1789782673.138,up2,48500,22
1789782673.161,up2,48600,18
1789782673.184,up2,48700,29
1789782673.211,up2,48800,4
1789782673.234,up2,48900,14
1789782673.257,up2,49000,27
1789782673.281,up2,49100,24
1789782673.303,up2,49200,19
1789782673.326,up2,49300,24
1789782673.349,up2,49400,22
1789782673.372,up2,49500,18
1789782673.395,up2,49600,15
1789782673.422,up2,49700,18
1789782673.449,up2,49800,29
1789782673.475,up2,49900,21
1789782673.499,up2,50000,25
