t_s,adcr
0.2740546999848448,-57
0.2743070999858901,59
0.27455589998862706,17
0.2748254000034649,0
0.2750516999803949,13
0.2753018999937922,2
0.2755557000054978,55
0.27580479998141527,16
0.2760548999940511,22
0.2763054999813903,-12
0.2765572000062093,-44
0.27680449999752454,-28
0.27705649999552406,-79
0.27730610000435263,26
0.27756240000599064,1
0.2778064000012819,-35
0.2780561999825295,54
0.27830639999592677,7
0.2785544999933336,61
0.2788072999974247,41
0.27905889999237843,13
0.27930920000653714,47
0.2795783999899868,-10
0.27980449999449775,-3
0.28005810000468045,-49
0.28031420000479557,-36
0.28055769999627955,-39
0.28080779997981153,-38
0.2810791999800131,22
0.2813025999930687,-42
0.2815601000038441,35
0.28180880000581965,36
0.2820592999923974,-17
0.28230880000046454,59
0.2826045999827329,38
0.28290259998175316,54
0.2832103999971878,3
0.2834564999793656,-9
0.28370649999124,-27
0.28395670000463724,44
0.28421240000170656,34
0.28447469999082386,25
0.2847318999993149,-24
0.2849755999923218,32
0.2852274999895599,0
0.28547939998679794,23
0.2857804999803193,-4
0.2860860000073444,74
0.2864875999803189,-38
0.28685109998332337,27
0.2872048999997787,8
0.28746209997916594,-114
0.28775889999815263,-91
0.2881438999902457,-32
0.28843899999628775,42
0.28869570000097156,48
0.2889625999960117,60
0.2892011000076309,22
0.28942829999141395,33
0.289688799995929,18
0.28993070000433363,13
0.29018559999531135,-32
0.29043180000735447,4
0.2906827999977395,-29
0.29093550000106916,-19
0.2912069000012707,-25
0.2914831999805756,-42
0.2917390999791678,-25
0.291996999992989,-27
0.29231269998126663,-48
0.2925663999922108,-30
0.2928302999935113,-18
0.29310260000056587,-13
0.2933799999882467,-29
0.29364439999335445,-28
0.29390319998492487,-10
0.29416749998927116,-66
0.2944214000017382,-18
0.29468789999373257,-36
0.29496229998767376,-3
0.29523230000631884,-24
0.2955063999979757,-20
0.295834599994123,40
0.2961050999874715,56
0.29637619998538867,71
0.2967243999883067,55
0.29700489999959245,-47
0.2973158999811858,-48
0.2975844999891706,-15
0.29783269998733886,-43
0.2981179000053089,-49
0.29839739997987635,-22
0.2986982000002172,-58
0.29898309998679906,26
0.299247099988861,-50
0.2995078999956604,-18
0.29981949998182245,15
0.30006710000452586,15
0.30031839999719523,-24
0.3005702999944333,-71
0.30085929998313077,-16
0.301122699980624,-28
0.30138210000586696,-68
0.30163339999853633,-80
0.30194039997877553,-15
0.3021918000013102,-33
0.3025368999806233,-14
0.3029241999902297,8
0.3033358999819029,-67
0.3037134000041988,-72
0.30402839998714626,-32
0.3044919999956619,49
0.3047968999890145,-13
0.3050764999934472,-39
0.30534930000430904,10
0.3056274999980815,37
0.3059616999817081,45
0.30623069999273866,62
0.30649990000529215,39
0.30683630000567064,-6
0.3071054999891203,-34
0.3073736999940593,-16
0.30763319999095984,-33
0.30795970000326633,2
0.3082290999882389,17
0.30848839998361655,-8
0.30876960000023246,16
0.30905819998588413,30
0.30932209998718463,41
0.3096083999844268,55
0.3098969999991823,15
0.31017379998229444,29
0.31041999999433756,63
0.3106800999958068,55
0.3109669999976177,55
0.3112117999990005,61
0.3114630999916699,6
0.31171089998679236,54
0.31198239998775534,26
0.3122545999940485,23
0.31258769999840297,23
0.31287319998955354,58
0.3132131999882404,0
0.3134849999914877,-21
0.3137329999881331,-93
0.31401559998630546,-30
0.3143364999850746,34
0.31460700000752695,15
0.31486990000121295,15
0.3151263000036124,-10
0.31538139999611303,-5
0.315674699988449,-26
0.31594470000709407,2
0.31621729998732917,-1
0.3164676000014879,-16
0.31672259999322705,-70
0.31700280000222847,15
0.3173399999795947,56
0.31759029999375343,27
0.3178386999934446,23
0.3181019999901764,14
0.31838989999960177,18
0.31867579999379814,32
0.3189446000033058,35
0.3192304999975022,5
0.31953179999254644,36
0.3199822999886237,-91
0.32034760000533424,-105
0.32069789999513887,-60
0.320999399991706,33
0.32126649998826906,22
0.32169149999390356,11
0.3220545999938622,16
0.3222974999807775,19
0.3225901999976486,28
0.32287879998330027,30
0.32321370000136085,-57
0.3234632999810856,-53
0.3237220000009984,-82
0.3240020999801345,-84
0.32431569998152554,-16
0.32456809998257086,-41
0.32481669998378493,-79
0.32508749997941777,-80
0.3253590999811422,-67
0.3256311999866739,-59
0.3259651999978814,18
0.32621309999376535,-16
0.3265116999973543,41
0.3268244999926537,-16
0.32710860000224784,25
0.32735129998764023,-8
0.32762349999393336,91
0.32796090000192635,-61
0.32821209999383427,23
0.3284661999787204,-20
0.3287394999933895,-40
0.32902539998758584,-24
0.32931899998220615,-30
0.32957010000245646,-22
0.3298270999803208,-67
0.3301128000020981,-38
0.33040019997861236,-24
0.33069459997932427,-26
0.330944899993483,-10
0.3311987000051886,-28
0.3314484999864362,-72
0.33173859998350963,-64
0.3320088000036776,-27
0.33234100000117905,39
0.33259629999520257,-7
0.3328875000006519,21
0.3332171000074595,15
0.33350310000241734,22
0.33384139998815954,-31
0.33408969998708926,-26
0.3343449999811128,-77
0.33465109998360276,8
0.33495220000622794,-40
0.33525179998832755,2
0.3355495999858249,46
0.3358836999977939,68
0.33616589999292046,5
0.3365879000048153,-40
0.3369591999799013,-31
0.3372827999992296,-30
0.3376284999831114,2
0.33796710000024177,-22
0.3382611999986693,-106
0.33855250000488013,-63
0.3388445999880787,-64
0.33911519998218864,-11
0.3394516999833286,51
0.3397234999865759,28
0.34000639998703264,14
0.34033370000543073,-58
0.340607899997849,-45
0.34087189999991097,-45
0.3412137999839615,-6
0.3414883999794256,13
0.34178160000010394,4
